id,y
0,0
1,0
2,1
3,1
4,0
5,0
6,1
7,1
8,0
9,0
10,0
11,0
12,0
13,0
14,1
15,1
16,1
17,1
18,1
19,0
20,0
21,0
22,0
23,1
24,0
25,1
26,1
27,1
28,0
29,0
30,0
31,1
32,1
33,0
34,0
35,1
36,0
37,1
38,0
39,0
40,1
41,0
42,0
43,1
44,1
45,0
46,0
47,0
48,1
49,1
50,0
51,0
52,0
53,0
54,0
55,1
56,0
57,1
58,0
59,1
60,1
61,0
62,0
63,1
64,0
65,0
66,1
67,1
68,1
69,1
70,1
71,1
72,0
73,1
74,0
75,0
76,0
77,0
78,0
79,1
80,0
81,1
82,0
83,0
84,0
85,1
86,1
87,0
88,1
89,1
90,1
91,0
92,1
93,0
94,1
95,1
96,1
97,1
98,1
99,0
100,1
101,1
102,0
103,1
104,0
105,1
106,1
107,0
108,1
109,1
110,1
111,1
112,1
113,0
114,1
115,0
116,1
117,0
118,1
119,1
120,0
121,1
122,1
123,1
124,1
125,0
126,1
127,1
128,0
129,0
130,1
131,0
132,1
133,1
134,0
135,0
136,1
137,1
138,1
139,1
140,0
141,0
142,1
143,1
144,0
145,0
146,1
147,1
148,1
149,1
150,1
151,1
152,0
153,1
154,1
155,0
156,1
157,1
158,0
159,0
160,1
161,1
162,1
163,1
164,0
165,1
166,0
167,1
168,0
169,1
170,0
171,1
172,1
173,0
174,0
175,1
176,1
177,0
178,1
179,0
180,0
181,1
182,0
183,0
184,0
185,1
186,1
187,0
188,0
189,1
190,1
191,0
192,1
193,1
194,1
195,0
196,1
197,0
198,1
199,1
200,0
201,1
202,0
203,1
204,0
205,1
206,0
207,0
208,0
209,1
210,0
211,0
212,0
213,1
214,1
215,0
216,0
217,0
218,0
219,1
220,1
221,0
222,0
223,1
224,0
225,0
226,0
227,0
228,1
229,0
230,0
231,1
232,0
233,1
234,1
235,1
236,1
237,1
238,0
239,0
240,0
241,0
242,1
243,1
244,0
245,1
246,0
247,0
248,1
249,0
250,1
251,1
252,1
253,1
254,0
255,0
256,0
257,1
258,0
259,1
260,1
261,1
262,1
263,0
264,1
265,0
266,1
267,1
268,0
269,0
270,0
271,0
272,0
273,1
274,1
275,1
276,0
277,1
278,0
279,1
280,0
281,0
282,1
283,1
284,0
285,1
286,1
287,1
288,1
289,1
290,1
291,0
292,0
293,1
294,0
295,1
296,1
297,1
298,1
299,1
300,0
301,0
302,0
303,1
304,1
305,1
306,1
307,1
308,0
309,1
310,1
311,1
312,1
313,1
314,0
315,1
316,1
317,1
318,0
319,0
320,0
321,1
322,1
323,0
324,0
325,0
326,1
327,1
328,1
329,1
330,1
331,0
332,1
333,1
334,1
335,1
336,0
337,1
338,0
339,0
340,0
341,0
342,0
343,1
344,1
345,0
346,1
347,1
348,1
349,0
350,0
351,1
352,1
353,0
354,0
355,1
356,0
357,0
358,0
359,0
360,1
361,0
362,1
363,1
364,0
365,1
366,1
367,1
368,0
369,0
370,1
371,1
372,1
373,1
374,1
375,1
376,1
377,1
378,0
379,0
380,0
381,1
382,0
383,1
384,1
385,1
386,0
387,1
388,1
389,1
390,1
391,0
392,1
393,0
394,0
395,1
396,1
397,0
398,1
399,1
400,0
401,1
402,1
403,0
404,1
405,0
406,0
407,0
408,0
409,0
410,1
411,1
412,1
413,1
414,1
415,1
416,1
417,1
418,1
419,0
420,1
421,1
422,1
423,0
424,1
425,1
426,0
427,1
428,1
429,0
430,0
431,0
432,1
433,0
434,0
435,1
436,1
437,0
438,1
439,1
440,1
441,1
442,0
443,0
444,0
445,1
446,0
447,0
448,1
449,1
450,0
451,1
452,0
453,1
454,0
455,0
456,0
457,1
458,0
459,0
460,1
461,1
462,1
463,0
464,0
465,0
466,0
467,1
468,1
469,0
470,1
471,0
472,1
473,1
474,1
475,0
476,1
477,1
478,1
479,0
480,0
481,1
482,1
483,1
484,0
485,1
486,0
487,1
488,1
489,0
490,0
491,1
492,1
493,1
494,0
495,0
496,0
497,1
498,1
499,1
