id,y
0,1
1,0
2,0
3,1
4,0
5,1
6,1
7,0
8,1
9,1
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,1
19,1
20,1
21,0
22,0
23,0
24,0
25,1
26,1
27,0
28,0
29,1
30,0
31,1
32,1
33,0
34,1
35,1
36,1
37,1
38,1
39,0
40,0
41,1
42,1
43,1
44,0
45,1
46,1
47,0
48,0
49,1
50,1
51,0
52,1
53,1
54,0
55,0
56,1
57,0
58,1
59,1
60,0
61,0
62,0
63,1
64,0
65,1
66,1
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,1
75,1
76,0
77,0
78,1
79,0
80,1
81,0
82,0
83,1
84,1
85,1
86,1
87,0
88,1
89,0
90,1
91,1
92,0
93,0
94,0
95,1
96,1
97,0
98,1
99,0
100,0
101,1
102,0
103,0
104,0
105,0
106,1
107,1
108,1
109,0
110,1
111,0
112,1
113,1
114,0
115,1
116,0
117,0
118,1
119,0
120,0
121,1
122,1
123,0
124,1
125,0
126,1
127,0
128,0
129,1
130,0
131,1
132,0
133,0
134,1
135,1
136,1
137,1
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,1
146,1
147,1
148,1
149,0
150,1
151,0
152,1
153,0
154,0
155,0
156,1
157,0
158,1
159,0
160,1
161,0
162,1
163,1
164,0
165,0
166,0
167,0
168,1
169,1
170,0
171,1
172,1
173,0
174,1
175,0
176,1
177,1
178,1
179,0
180,0
181,0
182,1
183,1
184,0
185,0
186,0
187,1
188,1
189,0
190,1
191,1
192,1
193,0
194,1
195,1
196,1
197,1
198,1
199,0
200,0
201,1
202,0
203,1
204,0
205,1
206,0
207,0
208,1
209,0
210,0
211,1
212,1
213,1
214,1
215,1
216,1
217,0
218,0
219,1
220,1
221,1
222,1
223,0
224,0
225,0
226,0
227,1
228,1
229,1
230,0
231,1
232,0
233,1
234,0
235,1
236,0
237,1
238,1
239,0
240,1
241,0
242,1
243,1
244,0
245,1
246,0
247,0
248,0
249,0
250,0
251,1
252,1
253,1
254,1
255,0
256,1
257,1
258,0
259,1
260,1
261,1
262,1
263,1
264,1
265,1
266,0
267,0
268,1
269,0
270,0
271,0
272,0
273,0
274,1
275,1
276,0
277,1
278,0
279,0
280,1
281,1
282,0
283,0
284,0
285,1
286,1
287,0
288,0
289,1
290,1
291,1
292,0
293,0
294,0
295,1
296,1
297,0
298,1
299,0
300,1
301,0
302,1
303,1
304,1
305,0
306,0
307,1
308,1
309,1
310,1
311,1
312,0
313,0
314,0
315,1
316,1
317,0
318,0
319,1
320,0
321,1
322,1
323,0
324,0
325,1
326,0
327,0
328,1
329,1
330,1
331,1
332,0
333,1
334,0
335,0
336,0
337,1
338,1
339,0
340,1
341,1
342,0
343,0
344,1
345,1
346,0
347,1
348,1
349,1
350,1
351,0
352,0
353,1
354,0
355,0
356,0
357,0
358,1
359,1
360,0
361,1
362,0
363,0
364,1
365,1
366,1
367,0
368,0
369,0
370,0
371,1
372,1
373,0
374,0
375,0
376,1
377,1
378,1
379,0
380,0
381,1
382,0
383,0
384,0
385,1
386,1
387,0
388,0
389,1
390,0
391,1
392,0
393,1
394,0
395,0
396,1
397,1
398,0
399,0
400,0
401,1
402,1
403,0
404,0
405,1
406,1
407,0
408,1
409,0
410,1
411,1
412,0
413,0
414,1
415,0
416,1
417,0
418,0
419,1
420,1
421,0
422,1
423,1
424,1
425,0
426,1
427,1
428,0
429,1
430,1
431,1
432,0
433,0
434,0
435,0
436,0
437,1
438,1
439,1
440,0
441,1
442,1
443,1
444,1
445,1
446,1
447,1
448,0
449,0
450,1
451,0
452,1
453,1
454,0
455,1
456,0
457,0
458,1
459,1
460,1
461,0
462,1
463,0
464,1
465,0
466,1
467,0
468,1
469,0
470,0
471,0
472,0
473,0
474,1
475,0
476,1
477,1
478,1
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,1
488,0
489,0
490,0
491,1
492,1
493,0
494,0
495,0
496,0
497,0
498,1
499,1
