id,y
0,0
1,1
2,1
3,1
4,0
5,1
6,1
7,0
8,1
9,0
10,0
11,1
12,0
13,1
14,1
15,1
16,0
17,1
18,0
19,1
20,0
21,0
22,1
23,1
24,1
25,0
26,1
27,1
28,1
29,0
30,0
31,0
32,0
33,0
34,1
35,1
36,1
37,1
38,1
39,0
40,1
41,0
42,1
43,1
44,1
45,0
46,0
47,0
48,1
49,0
50,1
51,0
52,1
53,0
54,1
55,1
56,1
57,0
58,0
59,0
60,1
61,0
62,0
63,1
64,1
65,0
66,0
67,1
68,0
69,0
70,1
71,1
72,1
73,1
74,0
75,0
76,1
77,1
78,1
79,1
80,1
81,0
82,1
83,0
84,0
85,1
86,1
87,1
88,0
89,1
90,1
91,0
92,0
93,1
94,0
95,0
96,1
97,0
98,1
99,1
100,0
101,1
102,0
103,0
104,1
105,1
106,0
107,1
108,1
109,1
110,0
111,1
112,1
113,0
114,0
115,0
116,1
117,0
118,0
119,0
120,1
121,1
122,0
123,1
124,0
125,1
126,1
127,1
128,1
129,0
130,1
131,0
132,1
133,0
134,1
135,1
136,0
137,0
138,0
139,0
140,0
141,1
142,0
143,0
144,1
145,1
146,1
147,1
148,0
149,0
150,1
151,0
152,0
153,0
154,1
155,1
156,1
157,0
158,1
159,0
160,0
161,1
162,0
163,0
164,1
165,1
166,0
167,1
168,0
169,1
170,0
171,1
172,1
173,1
174,1
175,0
176,1
177,1
178,0
179,0
180,1
181,0
182,1
183,1
184,0
185,0
186,0
187,0
188,1
189,0
190,1
191,0
192,1
193,1
194,0
195,1
196,1
197,1
198,1
199,1
200,1
201,1
202,0
203,1
204,1
205,0
206,1
207,0
208,1
209,1
210,1
211,1
212,1
213,1
214,1
215,1
216,0
217,1
218,1
219,1
220,1
221,0
222,1
223,0
224,0
225,1
226,1
227,0
228,0
229,1
230,0
231,0
232,1
233,0
234,1
235,1
236,1
237,1
238,1
239,0
240,0
241,1
242,1
243,1
244,1
245,1
246,0
247,0
248,1
249,1
250,0
251,0
252,0
253,0
254,0
255,0
256,0
257,0
258,1
259,1
260,0
261,1
262,1
263,0
264,1
265,0
266,1
267,1
268,0
269,1
270,1
271,1
272,1
273,1
274,0
275,1
276,0
277,1
278,0
279,1
280,0
281,1
282,1
283,1
284,1
285,1
286,0
287,1
288,0
289,1
290,1
291,1
292,0
293,0
294,0
295,1
296,1
297,0
298,0
299,0
300,0
301,1
302,1
303,0
304,0
305,0
306,1
307,1
308,0
309,0
310,1
311,1
312,1
313,1
314,1
315,1
316,0
317,1
318,0
319,1
320,0
321,0
322,1
323,0
324,1
325,0
326,1
327,1
328,0
329,0
330,1
331,1
332,1
333,0
334,1
335,0
336,0
337,1
338,1
339,1
340,0
341,0
342,0
343,0
344,1
345,0
346,0
347,0
348,0
349,0
350,1
351,1
352,0
353,0
354,0
355,1
356,1
357,0
358,0
359,1
360,0
361,0
362,0
363,1
364,1
365,0
366,0
367,0
368,1
369,1
370,1
371,0
372,1
373,1
374,1
375,0
376,1
377,1
378,1
379,0
380,0
381,1
382,0
383,1
384,1
385,1
386,1
387,0
388,1
389,0
390,1
391,1
392,0
393,0
394,0
395,1
396,1
397,1
398,1
399,0
400,1
401,0
402,1
403,1
404,0
405,0
406,0
407,1
408,1
409,1
410,0
411,1
412,1
413,0
414,1
415,1
416,1
417,1
418,1
419,1
420,0
421,0
422,0
423,1
424,1
425,1
426,0
427,0
428,0
429,1
430,0
431,0
432,0
433,1
434,1
435,0
436,0
437,0
438,1
439,1
440,1
441,1
442,1
443,0
444,0
445,1
446,1
447,0
448,1
449,0
450,0
451,0
452,1
453,1
454,1
455,0
456,0
457,1
458,0
459,0
460,1
461,0
462,1
463,0
464,0
465,1
466,1
467,1
468,0
469,1
470,0
471,1
472,0
473,1
474,1
475,0
476,1
477,0
478,1
479,0
480,1
481,0
482,0
483,0
484,1
485,1
486,0
487,1
488,0
489,0
490,1
491,0
492,0
493,1
494,0
495,0
496,1
497,0
498,1
499,0
