id,y
0,1
1,1
2,0
3,1
4,1
5,1
6,1
7,1
8,0
9,1
10,0
11,1
12,0
13,1
14,0
15,0
16,0
17,1
18,0
19,0
20,0
21,1
22,1
23,0
24,0
25,1
26,0
27,0
28,1
29,0
30,1
31,1
32,0
33,1
34,1
35,1
36,0
37,1
38,0
39,0
40,0
41,1
42,0
43,0
44,0
45,1
46,0
47,1
48,0
49,0
50,0
51,1
52,0
53,0
54,0
55,1
56,0
57,0
58,1
59,1
60,1
61,1
62,1
63,0
64,0
65,0
66,1
67,1
68,0
69,1
70,0
71,1
72,0
73,1
74,1
75,1
76,1
77,0
78,0
79,1
80,0
81,1
82,0
83,1
84,0
85,1
86,0
87,0
88,0
89,0
90,0
91,1
92,1
93,0
94,0
95,0
96,1
97,1
98,0
99,0
100,0
101,1
102,1
103,1
104,1
105,1
106,1
107,0
108,1
109,1
110,1
111,1
112,0
113,1
114,0
115,1
116,1
117,0
118,1
119,0
120,0
121,0
122,1
123,0
124,0
125,1
126,0
127,0
128,0
129,1
130,1
131,0
132,1
133,1
134,0
135,1
136,0
137,0
138,0
139,0
140,1
141,1
142,0
143,0
144,1
145,0
146,1
147,0
148,1
149,0
150,0
151,0
152,1
153,1
154,0
155,1
156,0
157,0
158,0
159,0
160,1
161,0
162,1
163,0
164,0
165,1
166,0
167,1
168,0
169,1
170,1
171,0
172,0
173,1
174,1
175,1
176,1
177,1
178,1
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,1
187,1
188,1
189,0
190,1
191,0
192,0
193,1
194,0
195,1
196,0
197,1
198,0
199,0
200,0
201,0
202,1
203,1
204,0
205,0
206,1
207,0
208,0
209,1
210,1
211,0
212,0
213,0
214,1
215,1
216,0
217,0
218,0
219,0
220,0
221,0
222,1
223,0
224,0
225,1
226,1
227,1
228,0
229,1
230,0
231,1
232,0
233,0
234,0
235,1
236,1
237,0
238,0
239,1
240,1
241,1
242,0
243,0
244,1
245,0
246,1
247,1
248,1
249,0
250,1
251,0
252,1
253,0
254,0
255,0
256,1
257,1
258,1
259,1
260,0
261,1
262,1
263,0
264,1
265,1
266,0
267,1
268,1
269,0
270,0
271,0
272,1
273,0
274,0
275,0
276,0
277,0
278,0
279,0
280,1
281,0
282,0
283,1
284,1
285,0
286,1
287,0
288,0
289,0
290,0
291,1
292,1
293,1
294,0
295,1
296,0
297,1
298,1
299,0
300,1
301,1
302,1
303,0
304,0
305,1
306,0
307,0
308,0
309,0
310,0
311,0
312,1
313,0
314,1
315,0
316,0
317,1
318,0
319,0
320,0
321,0
322,1
323,0
324,1
325,1
326,0
327,1
328,1
329,0
330,1
331,1
332,1
333,0
334,0
335,1
336,1
337,0
338,1
339,1
340,0
341,0
342,1
343,1
344,0
345,0
346,0
347,0
348,0
349,0
350,1
351,0
352,1
353,0
354,1
355,1
356,1
357,1
358,0
359,0
360,0
361,1
362,1
363,1
364,1
365,1
366,1
367,0
368,0
369,1
370,0
371,1
372,1
373,0
374,0
375,0
376,1
377,1
378,0
379,1
380,0
381,1
382,1
383,0
384,0
385,1
386,0
387,1
388,0
389,0
390,1
391,0
392,0
393,0
394,0
395,0
396,1
397,1
398,0
399,1
400,0
401,0
402,1
403,0
404,1
405,1
406,1
407,0
408,0
409,1
410,0
411,1
412,1
413,1
414,1
415,0
416,1
417,0
418,1
419,1
420,0
421,1
422,0
423,0
424,0
425,0
426,1
427,1
428,1
429,1
430,1
431,0
432,1
433,0
434,1
435,0
436,0
437,1
438,0
439,1
440,0
441,1
442,1
443,1
444,0
445,1
446,0
447,1
448,1
449,1
450,1
451,0
452,0
453,1
454,1
455,0
456,0
457,1
458,0
459,0
460,1
461,0
462,0
463,0
464,1
465,0
466,0
467,0
468,0
469,1
470,1
471,0
472,0
473,1
474,1
475,0
476,1
477,0
478,0
479,1
480,0
481,0
482,0
483,1
484,1
485,1
486,0
487,0
488,1
489,0
490,1
491,0
492,1
493,1
494,0
495,1
496,0
497,1
498,1
499,0
