id,y
0,0
1,1
2,0
3,1
4,1
5,0
6,1
7,1
8,1
9,0
10,0
11,0
12,1
13,1
14,0
15,1
16,1
17,1
18,1
19,1
20,1
21,0
22,0
23,0
24,0
25,1
26,0
27,1
28,1
29,1
30,1
31,1
32,0
33,0
34,1
35,1
36,0
37,1
38,1
39,0
40,1
41,1
42,1
43,0
44,0
45,1
46,0
47,1
48,1
49,1
50,0
51,0
52,1
53,0
54,0
55,0
56,0
57,1
58,0
59,1
60,0
61,0
62,1
63,0
64,1
65,1
66,0
67,0
68,1
69,0
70,0
71,0
72,0
73,1
74,0
75,1
76,1
77,0
78,1
79,1
80,0
81,0
82,0
83,1
84,0
85,0
86,1
87,1
88,1
89,1
90,1
91,0
92,1
93,0
94,0
95,0
96,1
97,0
98,0
99,1
100,1
101,0
102,1
103,1
104,1
105,1
106,1
107,0
108,0
109,1
110,1
111,1
112,0
113,1
114,1
115,0
116,1
117,0
118,0
119,0
120,1
121,1
122,0
123,1
124,1
125,1
126,0
127,1
128,1
129,1
130,1
131,0
132,1
133,0
134,1
135,1
136,1
137,0
138,1
139,1
140,1
141,1
142,0
143,0
144,0
145,1
146,1
147,0
148,0
149,0
150,1
151,1
152,0
153,1
154,1
155,0
156,0
157,1
158,0
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,0
167,1
168,1
169,0
170,1
171,1
172,1
173,0
174,0
175,0
176,1
177,1
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,1
186,1
187,1
188,1
189,1
190,1
191,1
192,1
193,1
194,1
195,0
196,0
197,0
198,1
199,0
200,0
201,1
202,0
203,0
204,1
205,0
206,1
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,1
216,1
217,1
218,0
219,0
220,0
221,0
222,0
223,0
224,1
225,1
226,1
227,1
228,0
229,0
230,0
231,0
232,1
233,1
234,1
235,0
236,0
237,1
238,1
239,0
240,1
241,1
242,1
243,1
244,1
245,1
246,1
247,1
248,0
249,0
250,1
251,1
252,1
253,1
254,1
255,0
256,1
257,1
258,0
259,0
260,1
261,0
262,0
263,1
264,0
265,1
266,0
267,0
268,0
269,1
270,0
271,0
272,1
273,0
274,1
275,1
276,1
277,0
278,1
279,1
280,1
281,0
282,0
283,0
284,1
285,1
286,0
287,0
288,0
289,1
290,1
291,1
292,0
293,0
294,0
295,1
296,0
297,0
298,1
299,0
300,1
301,1
302,1
303,0
304,0
305,1
306,0
307,1
308,0
309,0
310,1
311,1
312,0
313,0
314,0
315,1
316,0
317,1
318,0
319,1
320,1
321,0
322,0
323,1
324,1
325,0
326,1
327,1
328,0
329,0
330,1
331,0
332,1
333,0
334,0
335,1
336,1
337,1
338,0
339,1
340,0
341,0
342,0
343,0
344,1
345,0
346,0
347,1
348,1
349,1
350,0
351,0
352,0
353,1
354,1
355,1
356,1
357,1
358,1
359,0
360,0
361,0
362,0
363,0
364,1
365,1
366,0
367,0
368,1
369,1
370,0
371,1
372,0
373,0
374,1
375,0
376,1
377,1
378,1
379,0
380,0
381,0
382,1
383,0
384,1
385,1
386,0
387,0
388,0
389,1
390,0
391,0
392,0
393,1
394,0
395,1
396,0
397,1
398,0
399,0
400,0
401,0
402,1
403,0
404,1
405,1
406,0
407,1
408,0
409,1
410,0
411,1
412,1
413,1
414,1
415,1
416,1
417,1
418,1
419,1
420,1
421,0
422,0
423,1
424,1
425,0
426,0
427,1
428,1
429,1
430,1
431,0
432,0
433,1
434,0
435,0
436,1
437,1
438,1
439,0
440,1
441,0
442,0
443,1
444,1
445,0
446,1
447,1
448,1
449,1
450,0
451,0
452,1
453,0
454,1
455,1
456,1
457,1
458,0
459,0
460,0
461,0
462,1
463,1
464,0
465,0
466,0
467,0
468,0
469,1
470,0
471,0
472,1
473,1
474,0
475,1
476,1
477,1
478,1
479,0
480,1
481,0
482,0
483,0
484,1
485,0
486,1
487,0
488,0
489,1
490,1
491,1
492,1
493,0
494,0
495,0
496,0
497,1
498,1
499,1
