id,y
0,0
1,1
2,0
3,1
4,0
5,0
6,1
7,1
8,1
9,1
10,1
11,0
12,1
13,1
14,1
15,0
16,1
17,0
18,1
19,0
20,1
21,0
22,0
23,0
24,1
25,1
26,1
27,1
28,1
29,0
30,1
31,0
32,0
33,1
34,1
35,1
36,1
37,1
38,0
39,0
40,1
41,1
42,1
43,1
44,0
45,1
46,0
47,0
48,1
49,0
50,0
51,0
52,1
53,0
54,0
55,0
56,1
57,0
58,0
59,0
60,1
61,1
62,1
63,0
64,0
65,0
66,0
67,0
68,1
69,0
70,0
71,0
72,1
73,0
74,0
75,0
76,0
77,0
78,1
79,0
80,1
81,1
82,0
83,0
84,1
85,1
86,1
87,0
88,0
89,1
90,1
91,0
92,0
93,1
94,1
95,1
96,1
97,0
98,0
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,0
107,0
108,0
109,0
110,1
111,1
112,0
113,0
114,1
115,0
116,0
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,0
125,0
126,0
127,0
128,0
129,1
130,1
131,1
132,0
133,0
134,0
135,1
136,1
137,0
138,1
139,1
140,1
141,0
142,1
143,1
144,0
145,1
146,0
147,1
148,0
149,0
150,0
151,1
152,1
153,1
154,0
155,1
156,1
157,1
158,0
159,0
160,0
161,1
162,1
163,0
164,1
165,0
166,1
167,0
168,1
169,0
170,1
171,0
172,0
173,1
174,1
175,1
176,1
177,0
178,0
179,0
180,1
181,0
182,1
183,0
184,1
185,1
186,1
187,1
188,1
189,0
190,1
191,0
192,0
193,0
194,1
195,0
196,1
197,0
198,0
199,1
200,0
201,1
202,1
203,0
204,1
205,0
206,0
207,0
208,0
209,0
210,1
211,0
212,1
213,0
214,0
215,0
216,1
217,1
218,0
219,1
220,1
221,0
222,1
223,1
224,0
225,0
226,1
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,1
236,0
237,0
238,0
239,1
240,1
241,0
242,1
243,0
244,1
245,0
246,1
247,0
248,0
249,0
250,0
251,0
252,0
253,1
254,0
255,1
256,0
257,0
258,0
259,1
260,0
261,0
262,0
263,0
264,0
265,1
266,1
267,1
268,0
269,1
270,0
271,1
272,1
273,1
274,1
275,0
276,0
277,0
278,1
279,0
280,0
281,0
282,0
283,1
284,0
285,0
286,0
287,1
288,1
289,0
290,1
291,1
292,1
293,1
294,1
295,0
296,1
297,0
298,0
299,1
300,1
301,1
302,0
303,0
304,1
305,1
306,0
307,1
308,0
309,0
310,0
311,1
312,0
313,0
314,1
315,0
316,0
317,1
318,0
319,0
320,0
321,0
322,0
323,1
324,1
325,0
326,1
327,0
328,0
329,1
330,1
331,0
332,1
333,0
334,1
335,0
336,0
337,1
338,1
339,0
340,0
341,1
342,1
343,0
344,0
345,1
346,0
347,0
348,0
349,0
350,1
351,0
352,1
353,1
354,1
355,1
356,1
357,0
358,0
359,0
360,1
361,0
362,0
363,0
364,1
365,0
366,1
367,1
368,0
369,0
370,1
371,1
372,0
373,0
374,1
375,1
376,0
377,1
378,0
379,1
380,1
381,0
382,1
383,1
384,0
385,0
386,1
387,1
388,0
389,0
390,1
391,0
392,0
393,0
394,0
395,1
396,0
397,1
398,0
399,0
400,1
401,0
402,1
403,0
404,1
405,1
406,0
407,1
408,1
409,0
410,1
411,0
412,0
413,1
414,0
415,1
416,1
417,1
418,0
419,0
420,1
421,0
422,0
423,1
424,0
425,0
426,1
427,0
428,1
429,0
430,1
431,0
432,0
433,0
434,1
435,0
436,0
437,1
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,1
449,1
450,0
451,0
452,1
453,0
454,1
455,1
456,1
457,1
458,1
459,0
460,0
461,1
462,1
463,1
464,1
465,1
466,1
467,0
468,1
469,1
470,0
471,0
472,0
473,1
474,1
475,1
476,1
477,1
478,0
479,0
480,1
481,1
482,0
483,1
484,0
485,1
486,0
487,0
488,0
489,1
490,0
491,0
492,0
493,1
494,1
495,1
496,0
497,1
498,1
499,1
500,0
501,0
502,1
503,0
504,0
505,1
506,0
507,0
508,1
509,0
510,1
511,1
512,0
513,1
514,1
515,0
516,0
517,1
518,0
519,0
520,1
521,1
522,0
523,0
524,1
525,1
526,1
527,0
528,1
529,1
530,1
531,0
532,1
533,0
534,1
535,0
536,1
537,1
538,0
539,1
540,0
541,1
542,0
543,1
544,1
545,1
546,1
547,0
548,0
549,0
550,1
551,1
552,0
553,1
554,1
555,1
556,1
557,1
558,1
559,0
560,0
561,0
562,1
563,1
564,1
565,1
566,0
567,0
568,1
569,1
570,1
571,1
572,0
573,0
574,0
575,1
576,0
577,1
578,0
579,1
580,0
581,1
582,1
583,1
584,1
585,1
586,0
587,0
588,0
589,1
590,1
591,0
592,0
593,1
594,1
595,1
596,0
597,1
598,1
599,1
600,0
601,0
602,1
603,1
604,1
605,0
606,1
607,1
608,1
609,0
610,0
611,1
612,0
613,0
614,0
615,0
616,0
617,0
618,0
619,1
620,0
621,1
622,1
623,1
624,1
625,0
626,1
627,0
628,1
629,0
630,0
631,0
632,0
633,1
634,0
635,1
636,1
637,1
638,0
639,1
640,0
641,0
642,0
643,1
644,1
645,0
646,1
647,1
648,1
649,0
650,1
651,0
652,0
653,1
654,0
655,1
656,0
657,0
658,1
659,1
660,0
661,0
662,0
663,1
664,0
665,0
666,0
667,0
668,0
669,0
670,1
671,1
672,0
673,1
674,0
675,1
676,0
677,1
678,1
679,0
680,0
681,1
682,1
683,1
684,0
685,0
686,1
687,1
688,0
689,0
690,0
691,0
692,1
693,0
694,1
695,1
696,0
697,1
698,0
699,1
700,0
701,1
702,0
703,0
704,0
705,1
706,0
707,1
708,1
709,0
710,0
711,1
712,0
713,0
714,1
715,0
716,1
717,1
718,1
719,1
720,1
721,1
722,0
723,0
724,0
725,1
726,0
727,1
728,0
729,0
730,1
731,1
732,1
733,1
734,1
735,0
736,1
737,1
738,1
739,1
740,1
741,1
742,1
743,0
744,1
745,0
746,1
747,0
748,0
749,1
750,1
751,1
752,0
753,0
754,1
755,0
756,0
757,1
758,0
759,0
760,0
761,0
762,0
763,1
764,0
765,0
766,1
767,0
768,0
769,1
770,0
771,0
772,1
773,0
774,1
775,1
776,1
777,0
778,0
779,0
780,1
781,1
782,1
783,0
784,1
785,1
786,0
787,1
788,1
789,0
790,0
791,1
792,0
793,0
794,1
795,1
796,0
797,0
798,1
799,0
800,1
801,0
802,1
803,0
804,1
805,1
806,1
807,1
808,1
809,1
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,1
819,1
820,0
821,1
822,0
823,0
824,0
825,1
826,1
827,1
828,0
829,0
830,0
831,1
832,1
833,1
834,1
835,0
836,1
837,0
838,0
839,0
840,0
841,1
842,1
843,0
844,0
845,1
846,1
847,0
848,0
849,1
850,0
851,0
852,1
853,1
854,1
855,1
856,0
857,0
858,1
859,0
860,0
861,0
862,1
863,0
864,1
865,1
866,0
867,1
868,0
869,0
870,0
871,0
872,1
873,0
874,0
875,0
876,0
877,0
878,1
879,0
880,0
881,1
882,1
883,1
884,0
885,1
886,0
887,0
888,0
889,1
890,0
891,1
892,1
893,1
894,0
895,1
896,1
897,1
898,1
899,1
900,0
901,0
902,1
903,1
904,1
905,0
906,0
907,1
908,1
909,0
910,1
911,1
912,1
913,0
914,0
915,0
916,0
917,0
918,0
919,1
920,1
921,0
922,0
923,1
924,1
925,1
926,0
927,0
928,0
929,0
930,1
931,0
932,1
933,0
934,1
935,1
936,0
937,0
938,0
939,1
940,0
941,1
942,1
943,1
944,1
945,1
946,0
947,1
948,0
949,1
950,0
951,1
952,1
953,1
954,0
955,0
956,1
957,1
958,1
959,1
960,0
961,0
962,1
963,0
964,1
965,0
966,0
967,1
968,0
969,0
970,0
971,1
972,0
973,1
974,1
975,0
976,1
977,0
978,1
979,1
980,1
981,1
982,0
983,0
984,1
985,0
986,1
987,0
988,1
989,1
990,0
991,1
992,1
993,1
994,1
995,1
996,0
997,1
998,1
999,1
