id,y
0,1
1,1
2,0
3,0
4,1
5,0
6,1
7,1
8,0
9,0
10,1
11,0
12,1
13,0
14,0
15,1
16,0
17,0
18,0
19,0
20,1
21,1
22,0
23,1
24,0
25,0
26,1
27,1
28,0
29,1
30,0
31,0
32,1
33,0
34,0
35,1
36,1
37,0
38,0
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,0
48,1
49,1
50,1
51,1
52,1
53,0
54,1
55,0
56,0
57,1
58,1
59,0
60,0
61,0
62,1
63,1
64,0
65,1
66,1
67,1
68,0
69,0
70,1
71,0
72,1
73,1
74,0
75,1
76,1
77,0
78,1
79,0
80,0
81,1
82,1
83,0
84,1
85,1
86,1
87,0
88,0
89,0
90,1
91,1
92,1
93,0
94,0
95,1
96,0
97,1
98,1
99,1
100,1
101,1
102,0
103,1
104,1
105,0
106,1
107,1
108,1
109,0
110,0
111,0
112,1
113,1
114,0
115,1
116,0
117,0
118,1
119,1
120,1
121,0
122,0
123,1
124,0
125,1
126,0
127,1
128,1
129,0
130,0
131,0
132,0
133,1
134,0
135,1
136,0
137,1
138,1
139,1
140,0
141,1
142,0
143,1
144,1
145,0
146,0
147,0
148,1
149,1
150,1
151,1
152,1
153,1
154,0
155,1
156,0
157,1
158,1
159,0
160,0
161,1
162,1
163,1
164,0
165,0
166,0
167,1
168,1
169,0
170,0
171,1
172,0
173,0
174,0
175,0
176,1
177,1
178,0
179,0
180,0
181,0
182,1
183,1
184,1
185,1
186,1
187,1
188,1
189,0
190,0
191,1
192,1
193,1
194,0
195,0
196,0
197,1
198,1
199,0
200,0
201,0
202,0
203,1
204,0
205,0
206,1
207,0
208,1
209,1
210,1
211,1
212,0
213,1
214,1
215,1
216,1
217,0
218,1
219,1
220,0
221,1
222,0
223,1
224,0
225,1
226,0
227,1
228,0
229,0
230,1
231,0
232,1
233,0
234,0
235,1
236,0
237,0
238,1
239,0
240,0
241,0
242,1
243,1
244,1
245,0
246,1
247,1
248,0
249,1
250,1
251,0
252,0
253,1
254,0
255,1
256,1
257,0
258,0
259,0
260,0
261,1
262,1
263,1
264,1
265,1
266,1
267,0
268,1
269,1
270,1
271,1
272,0
273,0
274,0
275,1
276,0
277,1
278,0
279,1
280,0
281,0
282,0
283,1
284,0
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,1
293,0
294,1
295,0
296,1
297,1
298,0
299,1
300,1
301,0
302,1
303,0
304,1
305,1
306,1
307,1
308,0
309,0
310,1
311,1
312,1
313,1
314,1
315,0
316,1
317,0
318,0
319,0
320,1
321,1
322,1
323,1
324,0
325,1
326,0
327,0
328,0
329,0
330,1
331,1
332,0
333,1
334,1
335,0
336,1
337,1
338,1
339,0
340,1
341,1
342,1
343,0
344,1
345,1
346,0
347,1
348,0
349,1
350,0
351,0
352,0
353,1
354,1
355,0
356,1
357,1
358,0
359,1
360,1
361,1
362,0
363,0
364,1
365,1
366,1
367,0
368,1
369,0
370,0
371,0
372,1
373,1
374,0
375,0
376,1
377,0
378,0
379,1
380,0
381,0
382,1
383,1
384,0
385,1
386,1
387,1
388,0
389,0
390,0
391,0
392,1
393,0
394,0
395,1
396,1
397,0
398,0
399,1
400,1
401,1
402,1
403,0
404,1
405,1
406,0
407,0
408,0
409,1
410,0
411,0
412,1
413,1
414,0
415,1
416,1
417,0
418,1
419,0
420,0
421,0
422,0
423,0
424,1
425,0
426,1
427,1
428,0
429,1
430,0
431,1
432,1
433,1
434,1
435,0
436,1
437,1
438,0
439,0
440,1
441,1
442,0
443,1
444,0
445,1
446,1
447,0
448,1
449,1
450,0
451,0
452,1
453,0
454,0
455,1
456,1
457,0
458,0
459,1
460,0
461,0
462,0
463,0
464,0
465,1
466,1
467,1
468,0
469,1
470,1
471,0
472,0
473,0
474,1
475,0
476,1
477,0
478,0
479,0
480,0
481,0
482,1
483,0
484,0
485,1
486,0
487,0
488,1
489,1
490,0
491,1
492,1
493,1
494,0
495,0
496,1
497,0
498,1
499,1
500,1
501,0
502,1
503,0
504,1
505,1
506,0
507,1
508,1
509,0
510,1
511,1
512,1
513,0
514,0
515,0
516,0
517,0
518,0
519,1
520,1
521,1
522,0
523,0
524,0
525,1
526,0
527,1
528,1
529,1
530,0
531,0
532,1
533,1
534,1
535,0
536,0
537,0
538,0
539,1
540,0
541,1
542,0
543,1
544,0
545,0
546,0
547,1
548,0
549,0
550,0
551,0
552,0
553,1
554,1
555,1
556,0
557,0
558,1
559,0
560,1
561,0
562,1
563,1
564,0
565,1
566,0
567,0
568,0
569,0
570,1
571,0
572,1
573,1
574,0
575,1
576,1
577,0
578,0
579,0
580,1
581,0
582,1
583,1
584,0
585,0
586,1
587,0
588,1
589,0
590,1
591,1
592,0
593,1
594,1
595,0
596,0
597,1
598,0
599,0
600,1
601,0
602,0
603,0
604,0
605,1
606,1
607,0
608,0
609,0
610,0
611,1
612,1
613,1
614,0
615,1
616,0
617,0
618,1
619,0
620,0
621,1
622,0
623,1
624,0
625,1
626,1
627,0
628,0
629,1
630,0
631,1
632,0
633,0
634,0
635,0
636,1
637,1
638,0
639,1
640,1
641,0
642,1
643,1
644,0
645,1
646,0
647,1
648,0
649,1
650,0
651,0
652,1
653,1
654,0
655,1
656,1
657,1
658,1
659,0
660,1
661,1
662,0
663,0
664,1
665,1
666,0
667,0
668,0
669,1
670,0
671,1
672,1
673,0
674,0
675,1
676,1
677,0
678,1
679,1
680,0
681,0
682,0
683,1
684,0
685,1
686,0
687,1
688,0
689,0
690,1
691,1
692,1
693,1
694,0
695,0
696,1
697,0
698,1
699,0
700,1
701,1
702,0
703,1
704,0
705,0
706,0
707,1
708,1
709,0
710,1
711,0
712,1
713,0
714,0
715,0
716,1
717,0
718,1
719,1
720,1
721,0
722,1
723,0
724,0
725,1
726,1
727,0
728,1
729,0
730,0
731,1
732,0
733,0
734,0
735,1
736,0
737,0
738,0
739,1
740,0
741,1
742,1
743,0
744,0
745,0
746,0
747,1
748,0
749,1
750,0
751,0
752,0
753,1
754,1
755,0
756,0
757,0
758,1
759,1
760,1
761,0
762,1
763,1
764,0
765,1
766,1
767,0
768,1
769,1
770,1
771,1
772,1
773,0
774,0
775,1
776,1
777,1
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,1
787,1
788,0
789,1
790,1
791,1
792,1
793,0
794,0
795,1
796,0
797,1
798,0
799,1
800,0
801,1
802,0
803,0
804,1
805,0
806,0
807,1
808,0
809,0
810,0
811,0
812,0
